Timestamp,Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Inclinometer (deg),Extensometer (mm),Piezometer (kPa),Event Type
2025-11-12 14:11:41,0.243,0.371,9.913,24.43,3.34,126.8,Normal
2025-11-12 14:41:41,0.292,0.138,9.865,26.36,1.87,136.6,Normal
2025-11-12 15:11:41,0.086,0.15,9.886,23.65,1.85,151.3,Normal
2025-11-12 15:41:41,0.265,0.383,9.726,12.36,0.53,135.2,Normal
2025-11-12 16:11:41,0.086,0.081,9.76,17.43,2.2,121.1,Normal
2025-11-12 16:41:41,0.258,0.077,9.949,11.17,0.83,118.6,Normal
2025-11-12 17:11:41,0.335,0.084,9.808,28.19,0.7,132.6,Normal
2025-11-12 17:41:41,0.39,0.124,9.712,26.72,2.47,115.3,Normal
2025-11-12 18:11:41,0.166,0.057,9.9,19.45,2.9,130.1,Normal
2025-11-12 18:41:41,0.194,0.129,9.832,21.76,1.55,95.0,Normal
2025-11-12 19:11:41,0.147,0.199,9.797,10.17,0.5,143.7,Normal
2025-11-12 19:41:41,0.348,0.056,9.719,31.56,3.5,122.5,Normal
2025-11-12 20:11:41,0.075,0.241,9.875,34.2,3.65,95.2,Normal
2025-11-12 20:41:41,0.212,0.351,9.893,31.79,2.71,147.0,Normal
2025-11-12 21:11:41,0.077,0.131,9.946,30.38,1.92,99.3,Normal
2025-11-12 21:41:41,0.16,0.178,9.773,15.4,1.48,100.6,Normal
2025-11-12 22:11:41,0.326,0.135,9.918,22.39,0.34,112.6,Normal
2025-11-12 22:41:41,0.15,0.094,9.856,18.01,0.24,106.3,Normal
2025-11-12 23:11:41,0.24,0.176,9.928,32.73,3.05,149.2,Normal
2025-11-12 23:41:41,0.247,0.137,9.897,22.08,0.48,117.6,Normal
2025-11-13 00:11:41,0.359,0.402,9.947,25.59,1.97,153.8,Normal
2025-11-13 00:41:41,0.315,0.369,9.931,13.83,0.74,100.9,Normal
2025-11-13 01:11:41,0.157,0.111,9.718,34.26,0.72,100.0,Normal
2025-11-13 01:41:41,0.242,0.32,9.932,16.53,2.45,139.8,Normal
2025-11-13 02:11:41,0.177,0.098,9.847,21.8,1.69,135.7,Normal
2025-11-13 02:41:41,0.299,0.077,9.873,28.71,1.99,118.6,Normal
2025-11-13 03:11:41,0.079,0.247,9.805,30.53,1.81,114.8,Normal
2025-11-13 03:41:41,0.305,0.079,9.932,29.91,2.96,143.4,Normal
2025-11-13 04:11:41,0.261,0.228,9.885,16.47,0.34,144.8,Normal
2025-11-13 04:41:41,0.333,0.099,9.801,25.88,3.79,153.7,Normal
2025-11-13 05:11:41,0.284,0.076,9.724,13.42,2.16,106.1,Normal
2025-11-13 05:41:41,0.1,0.416,9.8,15.55,1.77,145.4,Normal
2025-11-13 06:11:41,0.052,0.123,9.899,28.78,1.32,99.7,Normal
2025-11-13 06:41:41,0.36,0.4,9.938,29.83,1.39,148.7,Normal
2025-11-13 07:11:41,0.324,0.189,9.769,18.91,0.93,154.5,Normal
2025-11-13 07:41:41,0.269,0.226,9.733,14.84,2.48,104.3,Normal
2025-11-13 08:11:41,0.231,0.052,9.724,11.8,2.28,113.9,Normal
2025-11-13 08:41:41,0.344,0.308,9.831,23.62,2.83,97.9,Normal
2025-11-13 09:11:41,0.144,0.281,9.743,26.05,3.2,131.7,Normal
2025-11-13 09:41:41,0.107,0.419,9.856,23.33,1.08,116.9,Normal
2025-11-13 10:11:41,0.34,0.117,9.926,22.85,1.35,112.3,Normal
2025-11-13 10:41:41,0.395,0.07,9.829,10.17,0.72,142.0,Normal
2025-11-13 11:11:41,0.077,0.31,9.853,18.69,3.13,104.6,Normal
2025-11-13 11:41:41,0.251,0.343,9.758,33.88,1.11,122.7,Normal
2025-11-13 12:11:41,0.151,0.319,9.791,28.11,1.83,147.2,Normal
2025-11-13 12:41:41,0.106,0.182,9.755,17.42,1.18,150.4,Normal
2025-11-13 13:11:41,0.387,0.298,9.784,12.88,3.23,136.7,Normal
2025-11-13 13:41:41,0.053,0.353,9.784,23.44,0.58,139.2,Normal
2025-11-13 14:11:41,0.228,0.312,9.746,10.99,1.29,119.4,Normal
2025-11-13 14:41:41,0.447,0.308,9.75,16.69,1.8,129.3,Normal
2025-11-13 15:11:41,0.282,0.409,9.87,17.16,0.78,98.8,Normal
2025-11-13 15:41:41,0.126,0.41,9.727,22.2,1.17,96.6,Normal
2025-11-13 16:11:41,0.183,0.063,9.861,28.51,1.48,130.8,Normal
2025-11-13 16:41:41,0.305,0.342,9.95,31.32,3.46,115.6,Normal
2025-11-13 17:11:41,0.138,0.263,9.945,10.2,2.69,100.9,Normal
2025-11-13 17:41:41,0.199,0.341,9.791,18.33,2.18,104.7,Normal
2025-11-13 18:11:41,0.193,0.179,9.929,10.92,0.25,125.6,Normal
2025-11-13 18:41:41,0.372,0.442,9.922,18.38,1.94,138.8,Normal
2025-11-13 19:11:41,0.054,0.441,9.904,11.36,0.46,128.1,Normal
2025-11-13 19:41:41,0.348,0.222,9.911,13.62,0.95,137.3,Normal
2025-11-13 20:11:41,0.435,0.271,9.865,32.58,3.21,120.7,Normal
2025-11-13 20:41:41,0.256,0.45,9.913,17.94,0.56,120.6,Normal
2025-11-13 21:11:41,0.326,0.212,9.816,23.73,2.21,121.9,Normal
2025-11-13 21:41:41,0.258,0.437,9.919,33.88,2.0,118.6,Normal
2025-11-13 22:11:41,0.181,0.09,9.753,15.33,1.53,117.4,Normal
2025-11-13 22:41:41,0.252,0.388,9.933,17.08,1.11,113.4,Normal
2025-11-13 23:11:41,0.069,0.156,9.902,15.64,3.85,124.0,Normal
2025-11-13 23:41:41,0.291,0.186,9.732,15.03,3.35,95.6,Normal
2025-11-14 00:11:41,0.135,0.389,9.777,16.82,3.59,103.0,Normal
2025-11-14 00:41:41,0.402,0.248,9.833,28.33,2.38,99.3,Normal
2025-11-14 01:11:41,0.116,0.255,9.874,16.17,1.36,127.4,Normal
2025-11-14 01:41:41,0.176,0.446,9.848,26.71,3.0,123.5,Normal
2025-11-14 02:11:41,0.156,0.204,9.787,30.24,2.17,121.9,Normal
2025-11-14 02:41:41,0.188,0.256,9.891,26.77,3.64,147.2,Normal
2025-11-14 03:11:41,0.094,0.442,9.934,10.82,0.73,102.0,Normal
2025-11-14 03:41:41,0.142,0.189,9.763,32.5,0.53,123.7,Normal
2025-11-14 04:11:41,0.1,0.148,9.861,16.0,2.23,97.0,Normal
2025-11-14 04:41:41,0.116,0.196,9.857,11.59,3.56,102.2,Normal
2025-11-14 05:11:41,0.142,0.075,9.717,16.18,3.47,115.1,Normal
2025-11-14 05:41:41,0.398,0.181,9.866,18.17,2.47,152.9,Normal
2025-11-14 06:11:41,0.18,0.363,9.711,31.83,1.3,99.9,Normal
2025-11-14 06:41:41,0.343,0.112,9.912,12.67,3.73,136.9,Normal
2025-11-14 07:11:41,0.258,0.109,9.932,31.77,1.7,101.2,Normal
2025-11-14 07:41:41,0.356,0.223,9.749,28.09,0.9,111.9,Normal
2025-11-14 08:11:41,0.139,0.388,9.874,22.79,1.14,122.1,Normal
2025-11-14 08:41:41,0.075,0.104,9.928,19.56,3.43,110.2,Normal
2025-11-14 09:11:41,0.316,0.362,9.793,15.4,0.94,105.2,Normal
2025-11-14 09:41:41,0.119,0.243,9.729,16.4,3.21,101.9,Normal
2025-11-14 10:11:41,0.402,0.304,9.73,27.45,2.37,109.7,Normal
2025-11-14 10:41:41,0.445,0.404,9.929,13.25,0.89,124.9,Normal
2025-11-14 11:11:41,0.2,0.281,9.838,22.02,3.4,130.8,Normal
2025-11-14 11:41:41,0.36,0.083,9.746,19.35,1.17,151.5,Normal
2025-11-14 12:11:41,0.421,0.066,9.728,19.54,0.93,130.5,Normal
2025-11-14 12:41:41,0.311,0.152,9.778,15.46,0.39,149.2,Normal
2025-11-14 13:11:41,0.157,0.204,9.834,24.89,1.95,114.7,Normal
2025-11-14 13:41:41,0.109,0.152,9.866,18.97,0.81,134.6,Normal
2025-11-14 14:11:41,0.101,0.449,9.716,10.59,3.79,96.5,Normal
2025-11-14 14:41:41,0.279,0.214,9.755,26.62,3.73,97.0,Normal
2025-11-14 15:11:41,0.191,0.19,9.727,14.03,1.97,112.3,Normal
2025-11-14 15:41:41,0.312,0.112,9.81,28.52,1.83,151.1,Normal
2025-11-14 16:11:41,0.418,0.3,9.743,11.32,2.14,113.5,Normal
2025-11-14 16:41:41,0.155,0.12,9.802,13.47,3.49,96.3,Normal
2025-11-14 17:11:41,0.3,0.126,9.745,28.52,3.03,139.9,Normal
2025-11-14 17:41:41,0.315,0.102,9.805,13.59,1.67,125.6,Normal
2025-11-14 18:11:41,0.336,0.065,9.855,19.97,1.98,154.0,Normal
2025-11-14 18:41:41,0.145,0.394,9.834,26.48,0.2,107.8,Normal
2025-11-14 19:11:41,0.415,0.078,9.802,27.22,0.85,118.3,Normal
2025-11-14 19:41:41,0.282,0.185,9.704,19.12,2.22,128.1,Normal
2025-11-14 20:11:41,0.266,0.385,9.769,19.8,3.7,126.1,Normal
2025-11-14 20:41:41,0.407,0.42,9.802,25.11,1.06,129.5,Normal
2025-11-14 21:11:41,0.315,0.335,9.947,10.62,0.64,150.8,Normal
2025-11-14 21:41:41,0.318,0.398,9.706,27.33,3.54,98.3,Normal
2025-11-14 22:11:41,0.414,0.438,9.919,20.16,3.73,113.9,Normal
2025-11-14 22:41:41,0.093,0.077,9.733,15.99,3.64,132.0,Normal
2025-11-14 23:11:41,0.254,0.168,9.76,23.29,3.01,124.8,Normal
2025-11-14 23:41:41,0.172,0.358,9.823,24.54,2.2,138.7,Normal
2025-11-15 00:11:41,0.34,0.072,9.867,24.63,3.29,133.4,Normal
2025-11-15 00:41:41,0.143,0.447,9.878,23.79,2.31,136.5,Normal
2025-11-15 01:11:41,0.338,0.414,9.702,21.64,2.64,128.8,Normal
2025-11-15 01:41:41,0.392,0.331,9.937,33.72,2.1,141.8,Normal
2025-11-15 02:11:41,0.424,0.362,9.784,28.28,1.3,114.1,Normal
2025-11-15 02:41:41,0.328,0.126,9.906,22.85,2.72,127.1,Normal
2025-11-15 03:11:41,0.247,0.394,9.84,30.03,2.51,112.2,Normal
2025-11-15 03:41:41,0.167,0.101,9.819,22.9,0.21,98.3,Normal
2025-11-15 04:11:41,0.302,0.294,9.883,27.64,1.26,136.4,Normal
2025-11-15 04:41:41,0.278,0.217,9.87,25.39,2.92,107.0,Normal
2025-11-15 05:11:41,0.229,0.292,9.764,27.71,2.17,129.6,Normal
2025-11-15 05:41:41,0.357,0.119,9.923,33.73,2.68,100.3,Normal
2025-11-15 06:11:41,0.129,0.099,9.806,18.18,2.84,111.7,Normal
2025-11-15 06:41:41,0.242,0.09,9.819,34.33,2.31,120.2,Normal
2025-11-15 07:11:41,0.211,0.201,9.839,23.16,0.55,117.5,Normal
2025-11-15 07:41:41,0.236,0.397,9.82,20.17,0.65,145.2,Normal
2025-11-15 08:11:41,0.435,0.408,9.702,29.23,0.52,148.4,Normal
2025-11-15 08:41:41,0.201,0.417,9.949,17.33,2.37,102.6,Normal
2025-11-15 09:11:41,0.425,0.24,9.83,21.16,2.3,136.8,Normal
2025-11-15 09:41:41,0.112,0.157,9.8,22.13,1.27,128.5,Normal
2025-11-15 10:11:41,0.222,0.197,9.819,21.4,0.31,95.5,Normal
2025-11-15 10:41:41,0.302,0.131,9.71,20.06,3.5,126.0,Normal
2025-11-15 11:11:41,0.156,0.374,9.783,24.73,1.68,115.6,Normal
2025-11-15 11:41:41,0.428,0.27,9.924,31.27,3.73,103.0,Normal
2025-11-15 12:11:41,0.425,0.238,9.825,11.03,1.53,96.8,Normal
2025-11-15 12:41:41,0.097,0.414,9.858,24.14,2.4,105.0,Normal
2025-11-15 13:11:41,0.191,0.279,9.739,28.78,0.44,145.3,Normal
2025-11-15 13:41:41,0.296,0.222,9.893,32.17,3.56,110.0,Normal
2025-11-15 14:11:41,0.381,0.072,9.941,27.03,2.37,127.2,Normal
2025-11-15 14:41:41,0.127,0.121,9.92,27.79,0.21,153.8,Normal
2025-11-15 15:11:41,0.207,0.279,9.801,19.0,0.47,127.0,Normal
2025-11-15 15:41:41,0.268,0.197,9.719,27.89,1.9,95.2,Normal
2025-11-15 16:11:41,0.364,0.348,9.814,30.02,1.13,146.8,Normal
2025-11-15 16:41:41,0.26,0.333,9.857,11.03,1.16,115.6,Normal
2025-11-15 17:11:41,0.36,0.315,9.799,25.07,3.2,129.8,Normal
2025-11-15 17:41:41,0.302,0.159,9.848,25.32,1.58,105.0,Normal
2025-11-15 18:11:41,0.187,0.153,9.931,12.36,2.81,147.5,Normal
2025-11-15 18:41:41,0.32,0.319,9.708,33.9,2.93,130.4,Normal
2025-11-15 19:11:41,0.189,0.097,9.924,26.83,3.59,117.8,Normal
2025-11-15 19:41:41,0.356,0.36,9.741,31.18,3.1,148.8,Normal
2025-11-15 20:11:41,0.378,0.386,9.73,24.57,2.28,100.5,Normal
2025-11-15 20:41:41,0.394,0.223,9.831,21.86,3.1,138.5,Normal
2025-11-15 21:11:41,0.13,0.142,9.827,32.79,3.87,133.7,Normal
2025-11-15 21:41:41,0.449,0.301,9.919,22.1,2.43,100.7,Normal
2025-11-15 22:11:41,0.258,0.29,9.825,26.86,3.53,97.4,Normal
2025-11-15 22:41:41,0.277,0.322,9.794,25.38,2.14,109.1,Normal
2025-11-15 23:11:41,0.094,0.327,9.925,20.92,3.42,113.6,Normal
2025-11-15 23:41:41,0.392,0.179,9.824,34.81,1.06,116.7,Normal
2025-11-16 00:11:41,0.35,0.114,9.885,10.55,3.18,154.0,Normal
2025-11-16 00:41:41,0.124,0.299,9.854,25.77,1.0,139.2,Normal
2025-11-16 01:11:41,0.361,0.32,9.747,24.38,1.84,103.0,Normal
2025-11-16 01:41:41,0.089,0.376,9.759,34.74,3.58,100.9,Normal
2025-11-16 02:11:41,0.271,0.06,9.721,20.31,3.24,112.5,Normal
2025-11-16 02:41:41,0.152,0.203,9.872,14.96,1.05,151.5,Normal
2025-11-16 03:11:41,0.262,0.376,9.86,12.6,3.25,140.8,Normal
2025-11-16 03:41:41,0.152,0.175,9.859,12.17,2.11,103.5,Normal
2025-11-16 04:11:41,0.407,0.311,9.809,15.53,3.23,149.0,Normal
2025-11-16 04:41:41,0.364,0.088,9.826,11.17,2.64,116.3,Normal
2025-11-16 05:11:41,0.388,0.126,9.938,22.06,3.41,148.5,Normal
2025-11-16 05:41:41,0.131,0.19,9.751,16.96,2.9,141.8,Normal
2025-11-16 06:11:41,0.411,0.055,9.837,18.31,1.46,127.8,Normal
2025-11-16 06:41:41,0.352,0.262,9.727,10.75,1.18,129.9,Normal
2025-11-16 07:11:41,0.227,0.402,9.891,23.31,2.83,100.4,Normal
2025-11-16 07:41:41,0.331,0.317,9.845,31.19,2.97,145.7,Normal
2025-11-16 08:11:41,0.291,0.122,9.812,19.98,3.11,119.4,Normal
2025-11-16 08:41:41,0.078,0.37,9.73,25.5,2.21,113.3,Normal
2025-11-16 09:11:41,0.17,0.161,9.89,22.98,0.48,151.9,Normal
2025-11-16 09:41:41,0.248,0.167,9.79,31.07,2.52,95.0,Normal
2025-11-16 10:11:41,0.122,0.417,9.768,22.09,3.2,131.5,Normal
2025-11-16 10:41:41,0.438,0.319,9.8,10.26,3.45,149.1,Normal
2025-11-16 11:11:41,0.235,0.354,9.904,26.73,1.12,134.4,Normal
2025-11-16 11:41:41,0.239,0.358,9.948,13.1,0.69,143.2,Normal
2025-11-16 12:11:41,0.219,0.097,9.764,29.32,1.95,117.6,Normal
2025-11-16 12:41:41,0.404,0.435,9.764,20.72,3.12,106.8,Normal
2025-11-16 13:11:41,0.179,0.125,9.88,17.58,2.11,138.9,Normal
2025-11-16 13:41:41,0.307,0.172,9.723,27.13,1.46,153.8,Normal
2025-11-16 14:11:41,0.249,0.321,9.946,11.98,2.72,121.5,Normal
2025-11-16 14:41:41,0.447,0.284,9.825,25.76,2.94,113.1,Normal
2025-11-16 15:11:41,0.083,0.069,9.766,25.38,0.77,104.6,Normal
2025-11-16 15:41:41,0.244,0.145,9.926,14.68,2.1,144.3,Normal
2025-11-16 16:11:41,0.216,0.072,9.934,29.13,2.53,95.7,Normal
2025-11-16 16:41:41,0.189,0.394,9.915,31.63,1.44,125.2,Normal
2025-11-16 17:11:41,0.337,0.207,9.869,29.26,3.56,104.7,Normal
2025-11-16 17:41:41,0.148,0.304,9.906,31.36,0.37,117.1,Normal
2025-11-16 18:11:41,0.229,0.339,9.743,32.06,2.5,102.5,Normal
2025-11-16 18:41:41,0.18,0.257,9.833,25.4,2.28,145.2,Normal
2025-11-16 19:11:41,0.272,0.076,9.824,23.17,3.5,110.9,Normal
2025-11-16 19:41:41,0.369,0.123,9.738,20.18,1.15,109.1,Normal
2025-11-16 20:11:41,0.32,0.171,9.87,10.35,2.63,112.5,Normal
2025-11-16 20:41:41,0.132,0.053,9.885,31.96,3.08,123.9,Normal
2025-11-16 21:11:41,0.378,0.072,9.726,27.14,3.13,154.6,Normal
2025-11-16 21:41:41,0.398,0.053,9.704,34.5,2.41,134.9,Normal
2025-11-16 22:11:41,0.33,0.344,9.846,18.91,3.72,101.8,Normal
2025-11-16 22:41:41,1.366,0.856,8.936,42.82,8.19,179.4,High Risk
2025-11-16 23:11:41,0.385,0.204,9.707,11.98,3.72,151.2,Normal
2025-11-16 23:41:41,0.107,0.217,9.925,25.61,2.78,144.8,Normal
2025-11-17 00:11:41,0.255,0.298,9.754,34.99,0.31,103.5,Normal
2025-11-17 00:41:41,0.393,0.116,9.806,31.83,1.57,139.8,Normal
2025-11-17 01:11:41,0.404,0.069,9.827,17.31,2.66,144.2,Normal
2025-11-17 01:41:41,0.44,0.118,9.846,17.9,2.65,129.2,Normal
2025-11-17 02:11:41,0.395,0.321,9.922,13.03,1.43,110.0,Normal
2025-11-17 02:41:41,0.386,0.243,9.917,17.3,1.88,146.5,Normal
2025-11-17 03:11:41,0.13,0.363,9.89,25.7,2.73,100.4,Normal
2025-11-17 03:41:41,0.183,0.247,9.728,22.7,3.73,140.6,Normal
2025-11-17 04:11:41,0.328,0.12,9.909,14.47,2.76,152.9,Normal
2025-11-17 04:41:41,0.445,0.097,9.85,30.69,1.15,113.4,Normal
2025-11-17 05:11:41,0.357,0.25,9.856,21.66,3.35,101.3,Normal
2025-11-17 05:41:41,0.408,0.106,9.792,17.66,0.43,128.8,Normal
2025-11-17 06:11:41,0.349,0.164,9.881,15.43,2.56,99.2,Normal
2025-11-17 06:41:41,0.065,0.38,9.92,25.85,3.71,119.1,Normal
2025-11-17 07:11:41,0.382,0.354,9.822,18.52,2.56,120.6,Normal
2025-11-17 07:41:41,0.394,0.311,9.848,15.49,3.47,153.5,Normal
2025-11-17 08:11:41,0.431,0.349,9.712,29.59,3.18,112.7,Normal
2025-11-17 08:41:41,0.324,0.18,9.764,34.36,4.0,130.5,Normal
2025-11-17 09:11:41,0.328,0.397,9.769,14.42,1.56,125.8,Normal
2025-11-17 09:41:41,0.243,0.258,9.912,14.84,0.53,128.0,Normal
2025-11-17 10:11:41,0.055,0.305,9.837,33.44,3.07,97.3,Normal
2025-11-17 10:41:41,0.18,0.421,9.786,27.15,1.91,134.8,Normal
2025-11-17 11:11:41,0.171,0.122,9.841,32.8,3.82,144.5,Normal
2025-11-17 11:41:41,0.359,0.167,9.753,33.85,0.9,99.2,Normal
2025-11-17 12:11:41,0.28,0.081,9.831,24.27,2.92,145.7,Normal
2025-11-17 12:41:41,0.237,0.253,9.946,30.47,2.34,154.5,Normal
2025-11-17 13:11:41,0.224,0.312,9.73,11.21,2.67,95.6,Normal
2025-11-17 13:41:41,0.15,0.43,9.857,11.51,2.9,97.5,Normal
2025-11-17 14:11:41,0.077,0.39,9.888,11.32,2.54,143.6,Normal
2025-11-17 14:41:41,0.307,0.191,9.769,17.75,1.58,126.1,Normal
2025-11-17 15:11:41,0.362,0.092,9.842,29.31,3.17,116.7,Normal
2025-11-17 15:41:41,0.107,0.063,9.726,27.08,2.99,150.9,Normal
2025-11-17 16:11:41,0.402,0.422,9.932,14.74,3.49,144.2,Normal
2025-11-17 16:41:41,0.142,0.423,9.85,33.66,3.2,102.3,Normal
2025-11-17 17:11:41,0.134,0.205,9.892,15.89,2.91,107.2,Normal
2025-11-17 17:41:41,0.211,0.183,9.944,21.16,2.02,141.1,Normal
2025-11-17 18:11:41,0.382,0.442,9.782,30.21,0.96,98.0,Normal
2025-11-17 18:41:41,0.316,0.427,9.871,32.12,2.97,121.6,Normal
2025-11-17 19:11:41,0.119,0.362,9.882,15.29,2.57,120.5,Normal
2025-11-17 19:41:41,0.329,0.28,9.922,34.95,0.52,143.3,Normal
2025-11-17 20:11:41,0.248,0.399,9.876,31.31,3.56,147.8,Normal
2025-11-17 20:41:41,0.204,0.28,9.95,20.8,2.69,147.1,Normal
2025-11-17 21:11:41,0.065,0.212,9.883,25.45,2.77,116.9,Normal
2025-11-17 21:41:41,0.196,0.051,9.872,15.26,3.74,106.4,Normal
2025-11-17 22:11:41,0.066,0.069,9.883,21.78,2.97,150.5,Normal
2025-11-17 22:41:41,0.227,0.414,9.895,33.55,2.84,95.2,Normal
2025-11-17 23:11:41,0.447,0.274,9.885,23.34,1.0,96.4,Normal
2025-11-17 23:41:41,0.441,0.217,9.813,34.33,3.45,129.5,Normal
2025-11-18 00:11:41,0.105,0.412,9.769,34.73,3.54,127.2,Normal
2025-11-18 00:41:41,0.11,0.228,9.887,28.67,0.93,111.8,Normal
2025-11-18 01:11:41,0.065,0.134,9.844,28.1,1.94,115.5,Normal
2025-11-18 01:41:41,0.431,0.163,9.926,26.4,3.55,128.5,Normal
2025-11-18 02:11:41,0.272,0.269,9.825,25.34,0.99,118.6,Normal
2025-11-18 02:41:41,0.355,0.272,9.881,15.84,1.78,146.1,Normal
2025-11-18 03:11:41,0.337,0.255,9.715,16.01,2.72,130.3,Normal
2025-11-18 03:41:41,0.148,0.134,9.738,18.92,0.3,118.7,Normal
2025-11-18 04:11:41,0.079,0.213,9.711,11.3,1.15,109.5,Normal
2025-11-18 04:41:41,0.117,0.283,9.73,21.83,0.37,99.6,Normal
2025-11-18 05:11:41,0.223,0.153,9.767,31.35,3.05,95.9,Normal
2025-11-18 05:41:41,0.306,0.126,9.868,16.63,2.85,109.8,Normal
2025-11-18 06:11:41,0.352,0.419,9.782,34.16,3.71,95.1,Normal
2025-11-18 06:41:41,0.069,0.386,9.735,27.18,3.39,152.9,Normal
2025-11-18 07:11:41,0.369,0.325,9.87,32.22,1.85,152.3,Normal
2025-11-18 07:41:41,0.197,0.103,9.768,12.39,1.12,145.0,Normal
2025-11-18 08:11:41,0.426,0.424,9.7,11.15,1.12,131.3,Normal
2025-11-18 08:41:41,0.103,0.357,9.897,30.51,1.65,95.5,Normal
2025-11-18 09:11:41,0.163,0.22,9.895,32.26,0.75,113.4,Normal
2025-11-18 09:41:41,0.379,0.348,9.921,26.84,1.23,97.4,Normal
2025-11-18 10:11:41,0.096,0.122,9.907,11.76,1.22,97.7,Normal
2025-11-18 10:41:41,0.243,0.135,9.868,10.69,1.0,151.7,Normal
2025-11-18 11:11:41,0.154,0.131,9.881,28.87,0.88,126.6,Normal
2025-11-18 11:41:41,0.158,0.098,9.773,32.46,2.28,135.9,Normal
2025-11-18 12:11:41,0.363,0.125,9.828,34.91,2.57,116.1,Normal
2025-11-18 12:41:41,0.313,0.188,9.733,11.55,0.57,126.0,Normal
2025-11-18 13:11:41,0.321,0.429,9.86,30.89,2.86,131.0,Normal
2025-11-18 13:41:41,0.071,0.071,9.846,27.25,1.76,145.7,Normal
2025-11-18 14:11:41,0.077,0.144,9.946,17.3,1.35,146.4,Normal
2025-11-18 14:41:41,0.162,0.437,9.7,16.93,0.36,134.7,Normal
2025-11-18 15:11:41,0.155,0.265,9.869,20.76,1.62,107.6,Normal
2025-11-18 15:41:41,0.361,0.284,9.735,34.54,2.05,133.6,Normal
2025-11-18 16:11:41,0.375,0.294,9.731,11.14,1.69,108.7,Normal
2025-11-18 16:41:41,0.069,0.079,9.752,20.72,0.92,110.0,Normal
2025-11-18 17:11:41,0.356,0.411,9.924,14.9,0.79,108.3,Normal
2025-11-18 17:41:41,0.169,0.326,9.945,11.8,3.17,135.8,Normal
2025-11-18 18:11:41,0.153,0.23,9.927,20.82,1.65,125.9,Normal
2025-11-18 18:41:41,0.221,0.17,9.811,30.9,3.23,143.2,Normal
2025-11-18 19:11:41,0.095,0.32,9.867,10.93,3.5,152.6,Normal
2025-11-18 19:41:41,0.228,0.095,9.866,23.81,1.36,108.9,Normal
2025-11-18 20:11:41,0.237,0.145,9.946,12.33,1.46,107.2,Normal
2025-11-18 20:41:41,0.062,0.105,9.707,14.28,0.97,125.3,Normal
2025-11-18 21:11:41,0.338,0.192,9.894,31.59,1.92,135.8,Normal
2025-11-18 21:41:41,0.318,0.244,9.915,26.05,2.73,144.5,Normal
2025-11-18 22:11:41,0.343,0.405,9.702,24.93,2.74,141.7,Normal
2025-11-18 22:41:41,0.41,0.352,9.941,13.57,2.14,143.0,Normal
