timestamp,level,message
2025-12-17T03:06:44.458611,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:06:51.752263,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:07:48.968845,normal,Rockfall risk is NORMAL (31.8%)
2025-12-17T03:07:54.002321,normal,Rockfall risk is NORMAL (28.0%)
2025-12-17T03:07:59.038323,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:08:04.082613,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:08:09.117465,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:08:14.151932,normal,Rockfall risk is NORMAL (32.1%)
2025-12-17T03:08:19.185806,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:08:24.218240,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:08:29.250596,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:08:34.281480,normal,Rockfall risk is NORMAL (26.3%)
2025-12-17T03:08:39.317406,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T03:08:44.348659,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:08:49.379776,normal,Rockfall risk is NORMAL (28.0%)
2025-12-17T03:08:54.416072,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:08:59.449787,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:09:04.483255,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T03:09:09.517743,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:09:14.552449,normal,Rockfall risk is NORMAL (32.8%)
2025-12-17T03:09:19.584345,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:09:24.613929,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:09:29.647764,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:09:34.684123,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:09:39.715049,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:09:44.747565,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:09:49.780792,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:09:54.810558,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:09:59.846147,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:10:04.885513,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:10:09.918469,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:10:14.954203,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:10:19.985983,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:10:25.022684,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:10:30.056504,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T03:10:35.090353,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:10:40.103939,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:10:45.135433,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:10:50.168103,normal,Rockfall risk is NORMAL (26.9%)
2025-12-17T03:10:55.202760,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:11:00.234023,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:11:05.273414,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:11:10.311787,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:11:15.346322,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:11:20.394347,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:11:25.428879,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:11:30.466599,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:11:35.503386,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:11:40.541980,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:11:45.581174,normal,Rockfall risk is NORMAL (26.1%)
2025-12-17T03:11:50.613236,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:11:55.648450,normal,Rockfall risk is NORMAL (35.0%)
2025-12-17T03:12:00.681796,normal,Rockfall risk is NORMAL (28.3%)
2025-12-17T03:12:05.722466,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:12:10.758275,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:12:15.791636,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:12:20.827217,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:12:25.865378,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:12:30.879897,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:12:35.892726,normal,Rockfall risk is NORMAL (31.7%)
2025-12-17T03:12:40.905749,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:12:45.919657,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T03:12:50.934341,normal,Rockfall risk is NORMAL (25.2%)
2025-12-17T03:12:55.968929,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:13:01.002436,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:13:06.045420,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:13:11.086262,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:13:16.122027,normal,Rockfall risk is NORMAL (31.7%)
2025-12-17T03:13:21.160725,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:13:26.195430,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:13:31.227422,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:13:36.264098,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:13:41.301450,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:13:46.335122,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:13:51.370521,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:13:56.408798,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:14:01.443681,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:14:06.486575,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:14:11.529435,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:14:16.565564,normal,Rockfall risk is NORMAL (31.4%)
2025-12-17T03:14:21.598274,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:14:26.632059,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:14:31.664667,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:14:36.701430,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T03:14:41.732862,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:14:46.766384,normal,Rockfall risk is NORMAL (33.3%)
2025-12-17T03:14:51.780304,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:14:56.818583,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:15:01.852305,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:15:06.899055,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:15:11.942380,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:15:16.978295,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:15:22.014731,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:15:27.029543,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:15:32.043731,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:15:37.057518,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:15:42.076961,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:15:47.108939,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:15:52.145530,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:15:57.179851,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:16:02.214565,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:16:07.257263,normal,Rockfall risk is NORMAL (29.9%)
2025-12-17T03:16:12.292622,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:16:17.326162,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:16:22.361370,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:16:27.395174,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:16:32.434447,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:16:37.472143,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:16:42.508125,normal,Rockfall risk is NORMAL (28.3%)
2025-12-17T03:16:47.551122,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:16:52.584741,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:16:57.620141,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:17:02.633910,normal,Rockfall risk is NORMAL (25.9%)
2025-12-17T03:17:07.648359,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:17:12.663026,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:17:17.677268,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:17:22.691491,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:17:27.710478,normal,Rockfall risk is NORMAL (33.8%)
2025-12-17T03:17:32.729440,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:17:37.742846,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:17:42.757338,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:17:47.774409,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:17:52.787222,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:17:57.802624,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:18:02.817517,normal,Rockfall risk is NORMAL (30.8%)
2025-12-17T03:18:07.830717,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:18:12.843603,normal,Rockfall risk is NORMAL (26.3%)
2025-12-17T03:18:17.878425,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:18:22.915890,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:18:27.957183,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T03:18:32.995235,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:18:38.034037,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:18:43.071538,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:18:48.108677,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:18:53.122549,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:18:58.136888,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:19:03.152109,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:19:08.168454,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:19:13.187538,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:19:18.219394,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:19:23.251204,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:19:28.286794,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:19:33.416500,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:19:38.442108,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:19:43.455067,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:19:48.473903,normal,Rockfall risk is NORMAL (33.3%)
2025-12-17T03:19:53.486550,normal,Rockfall risk is NORMAL (26.6%)
2025-12-17T03:19:58.500219,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:20:03.537065,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:20:08.550999,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:20:13.564473,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:20:18.577912,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:20:23.593259,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:20:28.606748,normal,Rockfall risk is NORMAL (27.0%)
2025-12-17T03:20:33.619463,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:20:38.633486,normal,Rockfall risk is NORMAL (29.3%)
2025-12-17T03:20:43.648045,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:20:48.661923,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:20:53.675723,normal,Rockfall risk is NORMAL (25.6%)
2025-12-17T03:20:58.689656,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:21:03.702753,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:21:08.762471,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:21:13.797361,normal,Rockfall risk is NORMAL (34.0%)
2025-12-17T03:21:18.827535,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:21:23.865589,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:21:28.903704,normal,Rockfall risk is NORMAL (32.1%)
2025-12-17T03:21:33.933476,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:21:38.967850,normal,Rockfall risk is NORMAL (26.3%)
2025-12-17T03:21:44.005028,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:21:49.040338,normal,Rockfall risk is NORMAL (30.6%)
2025-12-17T03:21:54.057065,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:21:59.096792,normal,Rockfall risk is NORMAL (25.7%)
2025-12-17T03:22:04.131828,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:22:09.168822,normal,Rockfall risk is NORMAL (29.9%)
2025-12-17T03:22:14.206755,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:22:19.241282,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:22:24.271345,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:22:29.304881,normal,Rockfall risk is NORMAL (33.6%)
2025-12-17T03:22:34.343462,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:22:39.376643,normal,Rockfall risk is NORMAL (26.5%)
2025-12-17T03:22:44.409866,normal,Rockfall risk is NORMAL (29.2%)
2025-12-17T03:22:49.450143,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:22:54.489968,normal,Rockfall risk is NORMAL (29.3%)
2025-12-17T03:22:59.524422,normal,Rockfall risk is NORMAL (31.4%)
2025-12-17T03:23:04.564449,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:23:09.613479,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:23:14.646222,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:23:19.677500,normal,Rockfall risk is NORMAL (34.9%)
2025-12-17T03:23:24.713592,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:23:29.749163,normal,Rockfall risk is NORMAL (32.2%)
2025-12-17T03:23:34.782869,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:23:39.817981,normal,Rockfall risk is NORMAL (29.6%)
2025-12-17T03:23:44.847623,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:23:49.897616,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:23:54.931284,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:23:59.968714,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T03:24:05.006081,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:24:10.044271,normal,Rockfall risk is NORMAL (28.2%)
2025-12-17T03:24:15.079463,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:24:20.113692,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:24:25.145089,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:24:30.185051,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:24:35.222673,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:24:40.256975,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:24:45.291831,normal,Rockfall risk is NORMAL (29.5%)
2025-12-17T03:24:50.327593,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T03:24:55.360343,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:25:00.395891,normal,Rockfall risk is NORMAL (26.0%)
2025-12-17T03:25:05.436007,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:25:10.480834,normal,Rockfall risk is NORMAL (27.1%)
2025-12-17T03:25:15.513629,normal,Rockfall risk is NORMAL (31.1%)
2025-12-17T03:25:20.551302,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:25:25.588235,normal,Rockfall risk is NORMAL (31.8%)
2025-12-17T03:25:30.621371,normal,Rockfall risk is NORMAL (33.0%)
2025-12-17T03:25:35.658824,normal,Rockfall risk is NORMAL (31.6%)
2025-12-17T03:25:40.695071,normal,Rockfall risk is NORMAL (33.8%)
2025-12-17T03:25:45.729448,normal,Rockfall risk is NORMAL (26.3%)
2025-12-17T03:25:50.769923,normal,Rockfall risk is NORMAL (27.6%)
2025-12-17T03:25:55.804672,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:26:00.843311,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:26:05.877027,normal,Rockfall risk is NORMAL (30.2%)
2025-12-17T03:26:10.908935,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:26:15.943958,normal,Rockfall risk is NORMAL (33.2%)
2025-12-17T03:26:20.979094,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:26:26.013621,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:26:31.046727,normal,Rockfall risk is NORMAL (29.8%)
2025-12-17T03:26:36.083109,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:26:41.116302,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:26:46.151651,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:26:51.182441,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:26:56.216216,normal,Rockfall risk is NORMAL (28.2%)
2025-12-17T03:27:01.252934,normal,Rockfall risk is NORMAL (31.0%)
2025-12-17T03:27:06.294829,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:27:11.337814,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:27:16.374545,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:27:21.411908,normal,Rockfall risk is NORMAL (26.7%)
2025-12-17T03:27:26.455357,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:27:31.495048,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:27:36.533622,normal,Rockfall risk is NORMAL (29.2%)
2025-12-17T03:27:41.574142,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:27:46.614849,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:27:51.662263,normal,Rockfall risk is NORMAL (32.6%)
2025-12-17T03:27:56.704351,normal,Rockfall risk is NORMAL (31.8%)
2025-12-17T03:28:01.751741,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:28:06.792844,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:28:11.835084,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:28:16.879557,normal,Rockfall risk is NORMAL (25.0%)
2025-12-17T03:28:21.918802,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:28:26.957679,normal,Rockfall risk is NORMAL (31.3%)
2025-12-17T03:28:31.994803,normal,Rockfall risk is NORMAL (30.5%)
2025-12-17T03:28:37.031386,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:28:42.067123,normal,Rockfall risk is NORMAL (27.0%)
2025-12-17T03:28:47.103363,normal,Rockfall risk is NORMAL (28.9%)
2025-12-17T03:28:52.145275,normal,Rockfall risk is NORMAL (29.1%)
2025-12-17T03:28:57.176743,normal,Rockfall risk is NORMAL (34.3%)
2025-12-17T03:29:02.217120,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:29:07.261552,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:29:12.300980,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:29:17.346181,normal,Rockfall risk is NORMAL (32.1%)
2025-12-17T03:29:22.388377,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:29:27.427741,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:29:32.463331,normal,Rockfall risk is NORMAL (30.9%)
2025-12-17T03:29:37.501659,normal,Rockfall risk is NORMAL (30.0%)
2025-12-17T03:29:42.543531,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:29:47.586062,normal,Rockfall risk is NORMAL (30.6%)
2025-12-17T03:29:52.623916,normal,Rockfall risk is NORMAL (26.5%)
2025-12-17T03:29:58.822294,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:30:03.860004,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:30:08.893155,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:30:13.929390,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:30:18.969090,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:30:24.003539,normal,Rockfall risk is NORMAL (28.4%)
2025-12-17T03:30:29.046800,normal,Rockfall risk is NORMAL (26.9%)
2025-12-17T03:30:34.085348,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:30:39.120846,normal,Rockfall risk is NORMAL (27.5%)
2025-12-17T03:30:44.158853,normal,Rockfall risk is NORMAL (35.0%)
2025-12-17T03:30:49.197936,normal,Rockfall risk is NORMAL (26.5%)
2025-12-17T03:30:54.234286,normal,Rockfall risk is NORMAL (27.7%)
2025-12-17T03:30:59.274518,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:31:04.311743,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:31:09.354241,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:31:14.392326,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:31:19.427697,normal,Rockfall risk is NORMAL (34.1%)
2025-12-17T03:31:24.463567,normal,Rockfall risk is NORMAL (32.9%)
2025-12-17T03:31:29.501320,normal,Rockfall risk is NORMAL (34.6%)
2025-12-17T03:31:34.533957,normal,Rockfall risk is NORMAL (28.5%)
2025-12-17T03:31:39.568322,normal,Rockfall risk is NORMAL (25.8%)
2025-12-17T03:31:44.601432,normal,Rockfall risk is NORMAL (33.4%)
2025-12-17T03:31:49.637737,normal,Rockfall risk is NORMAL (30.3%)
2025-12-17T03:31:54.681379,normal,Rockfall risk is NORMAL (25.4%)
2025-12-17T03:31:59.717617,normal,Rockfall risk is NORMAL (26.2%)
2025-12-17T03:32:04.763590,normal,Rockfall risk is NORMAL (34.5%)
2025-12-17T03:32:09.803469,normal,Rockfall risk is NORMAL (27.9%)
2025-12-17T03:32:14.847984,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:32:19.888924,normal,Rockfall risk is NORMAL (33.1%)
2025-12-17T03:32:24.924164,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:32:29.959294,normal,Rockfall risk is NORMAL (32.0%)
2025-12-17T03:32:34.994463,normal,Rockfall risk is NORMAL (27.2%)
2025-12-17T03:32:40.029793,normal,Rockfall risk is NORMAL (32.5%)
2025-12-17T03:32:45.066441,normal,Rockfall risk is NORMAL (30.7%)
2025-12-17T03:32:50.106882,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T03:32:55.150336,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:33:00.189056,normal,Rockfall risk is NORMAL (34.4%)
2025-12-17T03:33:05.225805,normal,Rockfall risk is NORMAL (29.7%)
2025-12-17T03:33:10.275096,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:33:15.320140,normal,Rockfall risk is NORMAL (28.8%)
2025-12-17T03:33:20.360767,normal,Rockfall risk is NORMAL (30.1%)
2025-12-17T03:33:25.400506,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:33:30.437754,normal,Rockfall risk is NORMAL (28.1%)
2025-12-17T03:33:35.479892,normal,Rockfall risk is NORMAL (27.8%)
2025-12-17T03:33:40.517927,normal,Rockfall risk is NORMAL (34.8%)
2025-12-17T03:33:45.553719,normal,Rockfall risk is NORMAL (31.9%)
2025-12-17T03:33:50.592495,normal,Rockfall risk is NORMAL (33.5%)
2025-12-17T03:33:55.628720,normal,Rockfall risk is NORMAL (32.3%)
2025-12-17T03:34:00.645522,normal,Rockfall risk is NORMAL (25.3%)
2025-12-17T03:34:05.670113,normal,Rockfall risk is NORMAL (28.3%)
2025-12-17T03:34:10.685851,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T03:34:15.708302,normal,Rockfall risk is NORMAL (33.7%)
2025-12-17T03:34:20.730590,normal,Rockfall risk is NORMAL (30.8%)
2025-12-17T03:34:25.746863,normal,Rockfall risk is NORMAL (28.6%)
2025-12-17T03:34:30.792919,normal,Rockfall risk is NORMAL (33.9%)
2025-12-17T03:34:35.833899,normal,Rockfall risk is NORMAL (32.4%)
2025-12-17T03:34:40.873289,normal,Rockfall risk is NORMAL (25.5%)
2025-12-17T03:34:45.912175,normal,Rockfall risk is NORMAL (30.4%)
2025-12-17T03:34:50.949304,normal,Rockfall risk is NORMAL (25.1%)
2025-12-17T03:34:55.989303,normal,Rockfall risk is NORMAL (26.8%)
2025-12-17T03:35:01.031944,normal,Rockfall risk is NORMAL (31.2%)
2025-12-17T03:35:06.072688,normal,Rockfall risk is NORMAL (27.1%)
2025-12-17T03:35:11.117445,normal,Rockfall risk is NORMAL (26.4%)
2025-12-17T03:35:16.159728,normal,Rockfall risk is NORMAL (32.7%)
2025-12-17T03:35:21.203416,normal,Rockfall risk is NORMAL (31.5%)
2025-12-17T03:35:26.240050,normal,Rockfall risk is NORMAL (27.4%)
2025-12-17T03:35:31.279213,normal,Rockfall risk is NORMAL (33.1%)
